url,title,sample_text
https://www.asos.com/men/multipacks/cat/?cid=20831&page=1,"Men's Multipacks, Multipack T-Shirts & T-Shirt Packs Online | ASOS","Skip to main content
Help & FAQs
WOMEN
MEN
Search
New in
Clothing
Shoes
Accessories
Brands
Activewear
Grooming
Tailoring
Topman


Home
› Men
› Multipacks
Men's Multipacks
Stock up on your signature st"
